store,storeName,storeBusinessName,address,city,State,zip,storeURL,phone,proPhone,proFax,latitude,Longitude
2370,N. Hickory Lowe's,"LOWE'S OF N. HICKORY, NC",1450 2nd St NE,Hickory,NC,28601,http://www.lowes.com/store/NC-Hickory/2370,(828) 304-6420,(828) 304-6448,(828) 304-6423,35.75265737,-81.33449133
2371,Cypress Lowe's,"LOWE'S OF CYPRESS, TX",14128 Cypress-Rosehill Rd,Cypress,TX,77429,http://www.lowes.com/store/TX-Cypress/2371,(281) 213-1500,(281) 213-1528,(281) 213-1503,29.97191263,-95.69873413
2372,Saugus Lowe's,"LOWE'S OF SAUGUS, MA",1500 Broadway,Saugus,MA,01906,http://www.lowes.com/store/MA-Saugus/2372,(781) 417-1027,(781) 417-1055,(781) 417-1030,42.44805822,-71.02564374
2374,N. Conway Lowe's,"LOWE'S OF N. CONWAY, NH",32 Mountain Valley Blvd,Conway,NH,03818,http://www.lowes.com/store/NH-Conway/2374,(603) 733-3036,(603) 733-3064,(603) 733-3039,44.01854664,-71.11079637
2375,Hudson Lowe's,"LOWE'S OF HUDSON, MA",6 Highland Common East,Hudson,MA,01749,http://www.lowes.com/store/MA-Hudson/2375,(978) 568-3300,(978) 568-3328,(978) 568-3303,42.39472685,-71.59299376
2376,Wareham Lowe's,"LOWE'S OF WAREHAM, MA","2421 Cranberry Highway, Suite 100",Wareham,MA,02571,http://www.lowes.com/store/MA-Wareham/2376,(774) 678-6000,(774) 678-6028,(774) 678-6003,41.77295217,-70.74392702
2378,W. Philadelphia Lowe's,"LOWE'S OF W. PHILADELPHIA, PA",1500 North 50th St,Philadelphia,PA,19131,http://www.lowes.com/store/PA-Philadelphia/2378,(215) 796-6640,(215) 796-6668,(215) 796-6643,39.9780446,-75.22188611
2379,Clay Lowe's,"LOWE'S OF CLAY, NY",3856 State Route 31,Liverpool,NY,13090,http://www.lowes.com/store/NY-Liverpool/2379,(315) 652-1200,(315) 652-1228,(315) 652-1203,43.1827814,-76.24594255
2380,Syracuse Lowe's,"LOWE'S OF SYRACUSE, NY",131 Simon Dr,Syracuse,NY,13224,http://www.lowes.com/store/NY-Syracuse/2380,(315) 350-2801,(315) 350-2830,(315) 350-2804,43.05721803,-76.10042208
2382,Salem Lowe's,"LOWE'S OF SALEM, NH",541 South Broadway,Salem,NH,03079,http://www.lowes.com/store/NH-Salem/2382,(603) 681-4218,(603) 681-4246,(603) 681-4221,42.74090173,-71.19573779
2383,Cromwell Lowe's,"LOWE'S OF CROMWELL, CT",90 Berlin Rd,Cromwell,CT,06416,http://www.lowes.com/store/CT-Cromwell/2383,(860) 894-3800,(860) 894-3828,(860) 894-3803,41.60359711,-72.69729654
2384,Framingham Lowe's,"LOWE'S OF FRAMINGHAM, MA",350 Cochituate Rd,Framingham,MA,01701,http://www.lowes.com/store/MA-Framingham/2384,(508) 309-1183,(508) 309-1211,(508) 309-1186,42.30478421,-71.40006988
2385,Sayre Lowe's,"LOWE'S OF SAYRE, PA",2151 Elmira St,Sayre,PA,18840,http://www.lowes.com/store/PA-Sayre/2385,(570) 731-2000,(570) 731-2028,(570) 731-2003,41.97995582,-76.54384162
2386,Ware Lowe's,"LOWE'S OF WARE, MA",348 Palmer Rd,Ware,MA,01082,http://www.lowes.com/store/MA-Ware/2386,(413) 277-4000,(413) 277-4028,(413) 277-4003,42.2380666,-72.27640877
2388,Sanford Lowe's,"LOWE'S OF SANFORD, ME",1900 Main St,Sanford,ME,04073,http://www.lowes.com/store/ME-Sanford/2388,(207) 459-3166,(207) 459-3194,(207) 459-3169,43.40154489,-70.70240614
2389,Voorhees Lowe's,"LOWE'S OF VOORHEES, NJ",144 Route 73 North,Voorhees,NJ,08043,http://www.lowes.com/store/NJ-Voorhees/2389,(856) 719-6949,(856) 719-6977,(856) 719-6952,39.8336311,-74.92384207
2391,S. Nashua Lowe's,"LOWE'S OF S. NASHUA, NH",143 Daniel Webster Highway,Nashua,NH,03060,http://www.lowes.com/store/NH-Nashua/2391,(603) 521-9950,(603) 521-9978,(603) 521-9953,42.72611184,-71.44899033
2393,Plainville Lowe's,"LOWE'S OF PLAINVILLE, MA",201 Washington St,Plainville,MA,02762,http://www.lowes.com/store/MA-Plainville/2393,(508) 809-2912,(508) 809-2940,(508) 809-2915,42.02939781,-71.30894591
2395,Torrington Lowe's,"LOWE'S OF TORRINGTON, CT",420 Winsted Rd,Torrington,CT,06790,http://www.lowes.com/store/CT-Torrington/2395,(860) 618-4273,(860) 618-4301,(860) 618-4276,41.82471822,-73.11185161
2396,Killingly Lowe's,"LOWE'S OF KILLINGLY, CT",1150 Killingly Commons Dr,Dayville,CT,06241,http://www.lowes.com/store/CT-Dayville/2396,(860) 412-2000,(860) 412-2028,(860) 412-2003,41.83992564,-71.88071609
2397,N. Warwick Lowe's,"LOWE'S OF N. WARWICK, RI",555 Greenwich Ave,Warwick,RI,02886,http://www.lowes.com/store/RI-Warwick/2397,(401) 287-3232,(401) 287-3260,(401) 287-3235,41.72018904,-71.46655669
2399,Norwich Lowe's,"LOWE'S OF NORWICH, NY",5411 State Highway 12,Norwich,NY,13815,http://www.lowes.com/store/NY-Norwich/2399,(607) 334-1300,(607) 334-1328,(607) 334-1303,42.50022675,-75.53050404
2400,Herkimer Lowe's,"LOWE'S OF HERKIMER, NY",182 Lowes Blvd,Herkimer,NY,13350,http://www.lowes.com/store/NY-Herkimer/2400,(315) 867-5520,(315) 867-5548,(315) 867-5523,43.02702657,-74.96980816
2401,Ogdensburg Lowe's,"LOWE'S OF OGDENSBURG, NY",2001 Ford Street Extension,Ogdensburg,NY,13669,http://www.lowes.com/store/NY-Ogdensburg/2401,(315) 394-1130,(315) 394-1158,(315) 394-1133,44.70397017,-75.45995597
2402,Mantua Township Lowe's,"LOWE'S OF MANTUA TOWNSHIP, NJ",611 Woodbury Glassboro Rd,Sewell,NJ,08080,http://www.lowes.com/store/NJ-Sewell/2402,(856) 415-5000,(856) 415-5028,(856) 415-5003,39.75977336,-75.12982026
2405,Avondale Lowe's,"LOWE'S OF AVONDALE, PA",561 Hepburn Rd,Avondale,PA,19311,http://www.lowes.com/store/PA-Avondale/2405,(610) 806-9033,(610) 806-9061,(610) 806-9036,39.83653802,-75.80196209
2407,Scarborough Lowe's,"LOWE'S OF SCARBOROUGH, ME",1000 Gallery Blvd,Scarborough,ME,04074,http://www.lowes.com/store/ME-Scarborough/2407,(207) 883-1309,(207) 883-1422,(207) 883-1313,43.62428669,-70.33811993
2409,W. York Lowe's,"LOWE'S OF W. YORK, PA",1175 Carlisle Rd,York,PA,17404,http://www.lowes.com/store/PA-York/2409,(717) 676-4050,(717) 676-4079,(717) 676-4053,39.9651121,-76.76521418
2411,Richland Township Lowe's,"LOWE'S OF RICHLAND TOWNSHIP, PA",700 Grandview Crossing Rd,Gibsonia,PA,15044,http://www.lowes.com/store/PA-Gibsonia/2411,(724) 444-1200,(724) 444-1228,(724) 444-1203,40.64038914,-79.94071169
2412,Edwardsville Lowe's,"LOWE'S OF EDWARDSVILLE, PA",50 West Side Mall,Edwardsville,PA,18704,http://www.lowes.com/store/PA-Edwardsville/2412,(570) 285-6000,(570) 285-6028,(570) 285-6003,41.26125886,-75.90400135
2413,Ne Hamilton Lowe's,"LOWE'S OF NE HAMILTON, ON",1945 Barton St,Hamilton,ON,L8H 2Y7,http://www.lowes.com/store/ON-Hamilton/2413,(905) 312-5670,,(905) 312-5673,43.24469,-79.779582
2414,Pocomoke City Lowe's,"LOWE'S OF POCOMOKE CITY,  MD",275 Newtown Blvd,Pocomoke City,MD,21851,http://www.lowes.com/store/MD-Pocomoke-City/2414,(443) 437-2000,(443) 437-2028,(443) 437-2003,38.07821438,-75.55980264
2417,Scott Township Lowe's,"LOWE'S OF SCOTT TOWNSHIP, PA",2100 Washington Pike,Carnegie,PA,15106,http://www.lowes.com/store/PA-Carnegie/2417,(412) 200-3101,(412) 200-3129,(412) 200-3104,40.38807371,-80.09482597
2418,Ruston Lowe's,"LOWE'S OF RUSTON, LA",809 Morrison Dr,Ruston,LA,71270,http://www.lowes.com/store/LA-Ruston/2418,(318) 513-6516,(318) 513-6544,(318) 513-6519,32.54586191,-92.62744203
2419,Littleton Lowe's,"LOWE'S OF LITTLETON, CO",5095 S. Santa Fe Dr,Littleton,CO,80120,http://www.lowes.com/store/CO-Littleton/2419,(720) 587-1065,(720) 587-1093,(720) 587-1068,39.62575019,-105.0140437
2420,Renton Lowe's,"LOWE'S OF RENTON, WA",1000 Garden Ave North,Renton,WA,98055,http://www.lowes.com/store/WA-Renton/2420,(425) 757-5520,(425) 757-5548,(425) 757-5523,47.50004128,-122.1989636
2421,S. Phoenix Lowe's,"LOWE'S OF S. PHOENIX, AZ",1950 West Baseline Rd,Phoenix,AZ,85041,http://www.lowes.com/store/AZ-Phoenix/2421,(602) 323-8550,(602) 323-8578,(602) 323-8553,33.38001829,-112.1005052
2423,W. Colorado Springs Lowe's,"LOWE'S OF W. COLORADO SPRINGS, CO",4880 N Nevada Ave,Colorado Springs,CO,80918,http://www.lowes.com/store/CO-Colorado-Springs/2423,(719) 799-4470,(719) 799-4498,(719) 799-4473,38.90158428,-104.8198409
2424,N.E. Bakersfield Lowe's,"LOWE'S OF N.E. BAKERSFIELD, CA",1601 Columbus St,Bakersfield,CA,93305,http://www.lowes.com/store/CA-Bakersfield/2424,(661) 889-9000,(661) 889-9028,(661) 889-9003,35.39611177,-118.9735528
2428,Manchester Township Lowe's,"LOWE'S OF MANCHESTER TOWNSHIP, NJ",1053 Highway 70,Manchester,NJ,08759,http://www.lowes.com/store/NJ-Manchester/2428,(732) 408-2600,(732) 408-2628,(732) 408-2603,40.01458995,-74.29594312
2429,Wilmington Lowe's,"LOWE'S OF WILMINGTON, DE",2225 Hessler Blvd,New Castle,DE,19720,http://www.lowes.com/store/DE-New-Castle/2429,(302) 252-3228,(302) 252-3256,(302) 252-3231,39.71339731,-75.56258353
2431,Paramus Lowe's,"LOWE'S OF PARAMUS, NJ",2000 Bergen Town Center,Paramus,NJ,07652,http://www.lowes.com/store/NJ-Paramus/2431,(201) 527-1250,(201) 527-1278,(201) 527-1253,40.91266098,-74.05200174
2432,N. Westminster Lowe's,"LOWE'S OF N. WESTMINSTER, CO",13650 Orchard Pkwy,Westminster,CO,80023,http://www.lowes.com/store/CO-Westminster/2432,(303) 453-8040,(303) 453-8068,(303) 453-8043,39.94461634,-104.9906218
2434,Brockport Lowe's,"LOWE'S OF BROCKPORT, NY",300 Owens Rd,Brockport,NY,14420,http://www.lowes.com/store/NY-Brockport/2434,(585) 395-6100,(585) 395-6129,(585) 395-6103,43.20107464,-77.92085939
2435,Brookings Lowe's,"LOWE'S OF BROOKINGS, SD",812 25th Ave,Brookings,SD,57006,http://www.lowes.com/store/SD-Brookings/2435,(605) 696-2730,(605) 696-2758,(605) 696-2733,44.31435862,-96.76091031
2436,Cape Carteret Lowe's,"LOWE'S OF CAPE CARTERET, NC",401 WB Mclean Dr,Cape Carteret,NC,28584,http://www.lowes.com/store/NC-Cape-Carteret/2436,(252) 764-5000,(252) 764-5028,(252) 764-5003,34.69254061,-77.0644311
2437,Clermont Lowe's,"LOWE'S OF CLERMONT, FL",1501 Sandy Grove Ave,Clermont,FL,34711,http://www.lowes.com/store/FL-Clermont/2437,(352) 242-6960,(352) 242-6988,(352) 242-6963,28.54418961,-81.7305534
2438,S.W. Orlando Lowe's,"LOWE'S OF S.W. ORLANDO, FL",16905 Cagan Crossings Blvd,Clermont,FL,34714,http://www.lowes.com/store/FL-Clermont/2438,(352) 241-0121,(352) 394-3359,(352) 243-0207,28.35673657,-81.67496834
2440,Euless Lowe's,"LOWE'S OF EULESS, TX",3000 S.H. 121,Euless,TX,76039,http://www.lowes.com/store/TX-Euless/2440,(817) 684-4540,(817) 684-4568,(817) 684-4543,32.87992562,-97.09676162
2441,Forney Lowe's,"LOWE'S OF FORNEY, TX",902 Highway 80,Forney,TX,75126,http://www.lowes.com/store/TX-Forney/2441,(972) 388-2200,(972) 388-2228,(972) 388-2203,32.74396111,-96.44390042
2442,Fort Mill Lowe's,"LOWE'S OF FORT MILL, SC",1640 Highway 160 West,Fort Mill,SC,29708,http://www.lowes.com/store/SC-Fort-Mill/2442,(803) 396-5837,(803) 396-5865,(803) 396-5840,35.03252217,-80.96420594
2444,Hornell Lowe's,"LOWE'S OF HORNELL, NY",949 State Route 36,Hornell,NY,14843,http://www.lowes.com/store/NY-Hornell/2444,(607) 590-9962,(607) 590-9990,(607) 590-9965,42.34514711,-77.66391988
2448,Pittsboro Lowe's,"LOWE'S OF PITTSBORO, NC",121 Lowe's Dr,Pittsboro,NC,27312,http://www.lowes.com/store/NC-Pittsboro/2448,(919) 642-4030,(919) 642-4058,(919) 642-4033,35.74531992,-79.16498142
2449,Rochester Lowe's,"LOWE'S OF ROCHESTER, NH","160 Washington Street, Suite 800",Rochester,NH,03839,http://www.lowes.com/store/NH-Rochester/2449,(603) 833-4000,(603) 833-4028,(603) 833-4003,43.2927932,-70.99405291
2450,Rocky River Lowe's,"LOWE'S OF ROCKY RIVER, OH",20639 Center Rdg Rd,Rocky River,OH,44116,http://www.lowes.com/store/OH-Rocky-River/2450,(440) 331-1027,(440) 331-3020,(440) 331-1073,41.46057129,-81.84826652
2451,Se Huntsville Lowe's,"LOWE'S OF SE HUNTSVILLE, AL",6584 Us Highway 431 South,Owens Cross Roads,AL,35763,http://www.lowes.com/store/AL-Owens-Cross-Roads/2451,(256) 533-8631,(256) 533-8659,(256) 533-8634,34.66268437,-86.48744309
2452,South San Francisco Lowe's,"LOWE'S OF SOUTH SAN FRANCISCO, CA",720 Dubuque Ave,South San Francisco,CA,94080,http://www.lowes.com/store/CA-South-San-Francisco/2452,(650) 452-1040,(650) 452-1068,(650) 452-1043,37.65849422,-122.4042647
2453,Springville Lowe's,"LOWE'S OF SPRINGVILLE, NY",440 South Cascade Dr,Springville,NY,14141,http://www.lowes.com/store/NY-Springville/2453,(716) 592-5870,(716) 592-5898,(716) 592-5873,42.49685766,-78.68870348
2457,Auburndale Lowe's,"LOWE'S OF AUBURNDALE, FL",2301 U.S. Highway 92 West,Auburndale,FL,33823,http://www.lowes.com/store/FL-Auburndale/2457,(863) 551-3070,(863) 551-3098,(863) 551-3073,28.05509033,-81.8191297
2458,Pulaski County Lowe's,"LOWE'S OF PULASKI COUNTY, VA",6115 Lowes Dr,Radford,VA,24141,http://www.lowes.com/store/VA-Radford/2458,(540) 633-7000,(540) 633-7028,(540) 633-7003,37.15089575,-80.58633014
2459,Chillicothe Lowe's,"LOWE'S OF CHILLICOTHE, MO",100 West Business 36,Chillicothe,MO,64601,http://www.lowes.com/store/MO-Chillicothe/2459,(660) 707-4840,(660) 707-4868,(660) 707-4843,39.77440843,-93.54351063
2460,E. Paducah Lowe's,"LOWE'S OF E. PADUCAH, KY",3131 Irvin Cobb Dr,Paducah,KY,42003,http://www.lowes.com/store/KY-Paducah/2460,(270) 444-5520,(270) 444-5548,(270) 444-5523,37.0525229,-88.57137752
2462,Live Oak Lowe's,"LOWE'S OF LIVE OAK, FL",208 72nd Trace,Live Oak,FL,32064,http://www.lowes.com/store/FL-Live-Oak/2462,(386) 330-5760,(386) 330-5788,(386) 330-5763,30.3163685,-82.96910848
2464,Goose Creek Lowe's,"LOWE'S OF GOOSE CREEK, SC",520 Saint James Ave,Goose Creek,SC,29445,http://www.lowes.com/store/SC-Goose-Creek/2464,(843) 820-1070,(843) 820-1098,(843) 820-1073,33.03222162,-80.05772354
2465,Blaine Lowe's,"LOWE'S OF BLAINE, MN",11651 Ulysess St,Blaine,MN,55434,http://www.lowes.com/store/MN-Blaine/2465,(763) 367-1120,(763) 367-1148,(763) 367-1123,45.1819134,-93.23841519
2466,Sioux Falls Lowe's,"LOWE'S OF SIOUX FALLS, SD",4601 W. 26th St,Sioux Falls,SD,57106,http://www.lowes.com/store/SD-Sioux-Falls/2466,(605) 759-9000,(605) 759-9028,(605) 759-9003,43.52699071,-96.78469843
2468,Harlingen Lowe's,"LOWE'S OF HARLINGEN, TX",4705 South Expy 77/83 ,Harlingen,TX,78550,http://www.lowes.com/store/TX-Harlingen/2468,(956) 365-0200,(956) 365-0228,(956) 365-0203,26.16104535,-97.6787878
2470,Central New Orleans Lowe's,"LOWE'S OF CENTRAL NEW ORLEANS, LA",2501 Elysian Fields Ave,New Orleans,LA,70117,http://www.lowes.com/store/LA-New-Orleans/2470,(504) 948-8568,(504) 948-8596,(504) 948-8571,29.98375137,-90.0563675
2471,Bryant Lowe's,"LOWE'S OF BRYANT, AR",2330 North Reynolds Rd,Bryant,AR,72022,http://www.lowes.com/store/AR-Bryant/2471,(501) 213-2000,(501) 213-2028,(501) 213-2003,34.61688988,-92.49536282
2472,N. Jacksonville Lowe's,"LOWE'S OF N. JACKSONVILLE, FL",13125 City Square Dr,Jacksonville,FL,32218,http://www.lowes.com/store/FL-Jacksonville/2472,(904) 696-4063,(904) 696-4091,(904) 696-4066,30.47544499,-81.63998608
2473,Tulare Lowe's,"LOWE'S OF TULARE, CA",1145 East Prosperity Ave,Tulare,CA,93274,http://www.lowes.com/store/CA-Tulare/2473,(559) 366-5000,(559) 366-5028,(559) 366-5003,36.22468312,-119.3292948
2474,Spring Hill Lowe's,"LOWE'S OF SPRING HILL, TN",2000 Belshire Way,Spring Hill,TN,37174,http://www.lowes.com/store/TN-Spring-Hill/2474,(615) 302-4140,(615) 302-4168,(615) 302-4143,35.76867665,-86.92177812
2476,Morgantown Lowe's,"LOWE'S OF MORGANTOWN, PA",340 Crossing Blvd,Elverson,PA,19520,http://www.lowes.com/store/PA-Elverson/2476,(610) 913-3100,(610) 913-3128,(610) 913-3103,40.15481303,-75.86651924
2477,N.E. Las Vegas Lowe's,"LOWE'S OF N.E. LAS VEGAS, NV",2465 N Nellis Blvd,Las Vegas,NV,89115,http://www.lowes.com/store/NV-Las-Vegas/2477,(702) 352-1836,(702) 352-1864,(702) 352-1839,36.20449711,-115.0651045
2478,S. Warner Robins Lowe's,"LOWE'S OF S. WARNER ROBINS, GA",1109 Highway 96,Kathleen,GA,31047,http://www.lowes.com/store/GA-Kathleen/2478,(478) 988-5160,(478) 988-5188,(478) 988-5163,32.55017979,-83.69365919
2479,Brighton Lowe's,"LOWE'S OF BRIGHTON, CO",4980 East Bromley Ln,Brighton,CO,80601,http://www.lowes.com/store/CO-Brighton/2479,(303) 498-5000,(303) 498-5028,(303) 498-5003,39.96917363,-104.7575523
2480,San Antonio Lowe's,"LOWE'S OF SAN ANTONIO, TX",18303 Rim Dr,San Antonio,TX,78257,http://www.lowes.com/store/TX-San-Antonio/2480,(210) 558-1730,(210) 558-1758,(210) 558-1733,29.61545157,-98.60249955
2481,Escondido Lowe's,"LOWE'S OF ESCONDIDO, CA",620 West Mission Ave,Escondido,CA,92025,http://www.lowes.com/store/CA-Escondido/2481,(760) 484-5113,(760) 484-5141,(760) 484-5116,33.12860571,-117.0950931
2483,Catskill Lowe's,"LOWE'S OF CATSKILL, NY",60 Catskill Commons,Catskill,NY,12414,http://www.lowes.com/store/NY-Catskill/2483,(518) 943-6330,(518) 943-6358,(518) 943-6333,42.21025345,-73.88188857
2484,E. Baton Rouge Lowe's,"LOWE'S OF E. BATON ROUGE, LA",1777 Millerville Rd,Baton Rouge,LA,70816,http://www.lowes.com/store/LA-Baton-Rouge/2484,(225) 273-7200,(225) 273-7228,(225) 273-7203,30.44331353,-91.02312402
2485,Edinburg Lowe's,"LOWE'S OF EDINBURG, TX",2802 West University Dr,Edinburg,TX,78539,http://www.lowes.com/store/TX-Edinburg/2485,(956) 289-4230,(956) 289-4258,(956) 289-4233,26.30364016,-98.19346693
2486,Buchanan Lowe's,"LOWE'S OF BUCHANAN, WI",W3255 Van Roy Rd,Appleton,WI,54915,http://www.lowes.com/store/WI-Appleton/2486,(920) 636-2782,(920) 636-2810,(920) 636-2785,44.25614932,-88.35237453
2487,Milan Lowe's,"LOWE'S OF MILAN, TN",15471 South First St,Milan,TN,38358,http://www.lowes.com/store/TN-Milan/2487,(731) 686-0028,(731) 686-0056,(731) 686-0031,35.87382597,-88.74603722
2488,Northport Lowe's,"LOWE'S OF NORTHPORT, AL",5703 Mcfarland Blvd,Northport,AL,35476,http://www.lowes.com/store/AL-Northport/2488,(205) 330-4613,(205) 330-4641,(205) 330-4616,33.23329809,-87.61337171
2489,Camden County Lowe's,"LOWE'S OF CAMDEN COUNTY, GA",1410 East Boone Ave,Kingsland,GA,31548,http://www.lowes.com/store/GA-Kingsland/2489,(912) 673-1610,(912) 673-1638,(912) 673-1613,30.78471854,-81.645091
2490,Mayfield Lowe's,"LOWE'S OF MAYFIELD, KY",1208C Paris Rd,Mayfield,KY,42066,http://www.lowes.com/store/KY-Mayfield/2490,(270) 251-6365,(270) 251-6393,(270) 251-6368,36.7216301,-88.62442734
2491,Siloam Springs Lowe's,"LOWE'S OF SILOAM SPRINGS, AR",3499 Highway 412 E,Siloam Springs,AR,72761,http://www.lowes.com/store/AR-Siloam-Springs/2491,(479) 549-9923,(479) 549-9951,(479) 549-9926,36.18281588,-94.50879727
2492,Brantford Lowe's,"LOWE'S OF BRANTFORD, ON",215 Henry St,Brantford,ON,N3S 7R4,http://www.lowes.com/store/ON-Brantford/2492,(519) 720-2060,,(519) 720-2063,43.157597,-80.238041
2493,N. Brampton Lowe's,"LOWE'S OF N. BRAMPTON, ON",10111 Heart Lake Rd,Brampton,ON,L6Z 0E4,http://www.lowes.com/store/ON-Brampton/2493,(905) 843-4300,,(905) 843-4303,43.72375282,-79.76955555
2494,N. Scarborough Lowe's,"LOWE'S OF N. SCARBOROUGH, ON",6005 Steeles Ave East,Toronto,ON,M1V 5P7,http://www.lowes.com/store/ON-Toronto/2494,(416) 940-4827,,(416) 940-4830,43.833994,-79.2525911
2496,Thomaston Lowe's,"LOWE'S OF THOMASTON, ME",164 New County Rd,Thomaston,ME,04861,http://www.lowes.com/store/ME-Thomaston/2496,(207) 226-4036,(207) 226-4064,(207) 226-4039,44.09443981,-69.14237267
2497,Maysville Lowe's,"LOWE'S OF MAYSVILLE, KY",314 East Maple Leaf Rd,Maysville,KY,41056,http://www.lowes.com/store/KY-Maysville/2497,(606) 759-3660,(606) 759-3688,(606) 759-3663,38.61746477,-83.78246509
2499,N. Lincoln Lowe's,"LOWE'S OF N. LINCOLN, CA",51 Lincoln Blvd,Lincoln,CA,95648,http://www.lowes.com/store/CA-Lincoln/2499,(916) 644-4030,(916) 644-4058,(916) 644-4033,38.87424835,-121.2952083
2500,Brimfield Township Lowe's,"LOWE'S OF BRIMFIELD TOWNSHIP, OH",218 Nicholas Way,Kent,OH,44240,http://www.lowes.com/store/OH-Kent/2500,(330) 677-3040,(330) 677-3068,(330) 677-3043,41.09559374,-81.38439979
2501,Farmington Lowe's,"LOWE'S OF FARMINGTON, NM",5451 East Pinon Hills Blvd,Farmington,NM,87402,http://www.lowes.com/store/NM-Farmington/2501,(505) 599-0200,(505) 599-0228,(505) 599-0203,36.77242699,-108.1415556
2502,Lancaster Lowe's,"LOWE'S OF LANCASTER, CA",730 West Ave K,Lancaster,CA,93534,http://www.lowes.com/store/CA-Lancaster/2502,(661) 341-9000,(661) 341-9028,(661) 341-9003,34.67370068,-118.1453945
2503,Altoona Lowe's,"LOWE'S OF ALTOONA, IA",3610 8th St SW,Altoona,IA,50009,http://www.lowes.com/store/IA-Altoona/2503,(515) 967-9800,(515) 967-9828,(515) 967-9803,41.6418014,-93.50623356
2504,Derby Lowe's,"LOWE'S OF DERBY, KS",424 West Patriot Ave,Derby,KS,67037,http://www.lowes.com/store/KS-Derby/2504,(316) 206-0000,(316) 206-0028,(316) 206-0003,37.57820044,-97.27857043
2505,Murphy Lowe's,"LOWE'S OF MURPHY, NC",198 Bulldog Dr,Murphy,NC,28906,http://www.lowes.com/store/NC-Murphy/2505,(828) 835-4660,(828) 835-5103,(828) 835-5103,35.0985132,-84.01892246
2506,Aransas Pass Lowe's,"LOWE'S OF ARANSAS PASS, TX",150 South Fm 1069,Aransas Pass,TX,78336,http://www.lowes.com/store/TX-Aransas-Pass/2506,(361) 226-2000,(361) 226-2028,(361) 226-2003,27.92357922,-97.17889925
2507,Lewisburg Lowe's,"LOWE'S OF LEWISBURG, WV",20 Gateway Blvd,Lewisburg,WV,24901,http://www.lowes.com/store/WV-Lewisburg/2507,(304) 647-6120,(304) 647-6148,(304) 647-6129,37.81189167,-80.43463276
2508,S. Antioch Lowe's,"LOWE'S OF S. ANTIOCH, CA",5503 Lone Tree Way,Antioch,CA,94531,http://www.lowes.com/store/CA-Antioch/2508,(925) 779-4560,(925) 779-4588,(925) 779-4563,37.96258863,-121.7456126
2509,Elizabethton Lowe's,"LOWE'S OF ELIZABETHTON, TN",925 Patriot Dr,Elizabethton,TN,37643,http://www.lowes.com/store/TN-Elizabethton/2509,(423) 547-1340,(423) 547-1368,(423) 547-1343,36.35141655,-82.242298
2510,Espanola Lowe's,"LOWE'S OF ESPANOLA, NM",407 Lowdermilk Ln,Espanola,NM,87532,http://www.lowes.com/store/NM-Espanola/2510,(505) 367-1900,(505) 367-1928,(505) 367-1903,36.01335188,-106.0665839
2511,Sidney Lowe's,"LOWE'S OF SIDNEY, OH",2700 Michigan St,Sidney,OH,45365,http://www.lowes.com/store/OH-Sidney/2511,(937) 498-8400,(937) 498-8428,(937) 498-8403,40.288765,-84.20009335
2512,Wasilla Lowe's,"LOWE'S OF WASILLA, AK",2561 East Sun Mountain Ave,Wasilla,AK,99654,http://www.lowes.com/store/AK-Wasilla/2512,(907) 352-3100,(907) 352-3128,(907) 352-3103,61.57318765,-149.384223
2513,S.W. Austin Lowe's,"LOWE'S OF S.W. AUSTIN, TX",6400 Brodie Ln,Austin,TX,78745,http://www.lowes.com/store/TX-Austin/2513,(512) 895-5560,(512) 895-5588,(512) 895-5563,30.21948401,-97.82900679
2514,Auburn Lowe's,"LOWE'S OF AUBURN, ME",650 Turner St,Auburn,ME,04210,http://www.lowes.com/store/ME-Auburn/2514,(207) 514-2300,(207) 514-2328,(207) 514-2303,44.11648647,-70.23605645
2516,Flower Mound Lowe's,"LOWE'S OF FLOWER MOUND, TX",6200 Long Prairie Rd,Flower Mound,TX,75028,http://www.lowes.com/store/TX-Flower-Mound/2516,(972) 318-6500,(972) 318-6528,(972) 318-6503,33.07106234,-97.08104333
2517,Mebane Lowe's,"LOWE'S OF MEBANE, NC",200 Lowes Blvd,Mebane,NC,27302,http://www.lowes.com/store/NC-Mebane/2517,(919) 304-9401,(919) 304-9429,(919) 304-9404,36.06710159,-79.30200689
2518,Owatonna Lowe's,"LOWE'S OF OWATONNA, MN",1280 21st Ave NW,Owatonna,MN,55060,http://www.lowes.com/store/MN-Owatonna/2518,(507) 446-4900,(507) 446-4928,(507) 446-4903,44.09759873,-93.25466748
2519,Starkville Lowe's,"LOWE'S OF STARKVILLE, MS",882 Highway 12 West,Starkville,MS,39759,http://www.lowes.com/store/MS-Starkville/2519,(662) 320-7746,(662) 320-7774,(662) 320-7749,33.44789575,-88.84399075
2520,Newberry Lowe's,"LOWE'S OF NEWBERRY, SC",2911 Main St,Newberry,SC,29108,http://www.lowes.com/store/SC-Newberry/2520,(803) 405-7061,(803) 405-7089,(803) 405-7070,34.28410839,-81.59009796
2521,Brenham Lowe's,"LOWE'S OF BRENHAM, TX",2750 Highway 36 South,Brenham,TX,77833,http://www.lowes.com/store/TX-Brenham/2521,(979) 337-6000,(979) 337-6028,(979) 337-6003,30.13900353,-96.39767632
